Perioden;Regio's;Gezondheid en welzijn/Huisartsenpraktijk/Afstand tot huisartsenpraktijk (km);Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 1 km (aantal);Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 3 km (aantal);Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 5 km (aantal);Gezondheid en welzijn/Huisartsenpraktijk/Afstand tot huisartsenpost (km);Gezondheid en welzijn/Afstand tot apotheek (km);Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Afstand tot ziekenhuis (km);Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Afstand tot ziekenhuis (km);Gezondheid en welzijn/Afstand tot consultatiebureau (km);Gezondheid en welzijn/Fysiotherapeut/Afstand tot fysiotherapeut (km);Detailhandel/Winkels dagelijkse boodschappen/Afstand tot grote supermarkt (km);Detailhandel/Winkels dagelijkse boodschappen/Afstand tot ov. dagel. levensmiddelen (km);Detailhandel/Warenhuis/Afstand tot warenhuis (km);Horeca/Cafés en dergelijke/Afstand tot café e.d. (km);Horeca/Cafetaria's en dergelijke/Afstand tot cafetaria e.d. (km);Horeca/Restaurants/Afstand tot restaurant (km);Horeca/Hotels en dergelijke/Afstand tot hotel e.d. (km);Groenvoorzieningen/Openbaar groen/Afstand tot openbaar groen totaal (km);Groenvoorzieningen/Openbaar groen/Afstand tot park of plantsoen (km);Groenvoorzieningen/Openbaar groen/Afstand tot dagrecreatief terrein (km);Groenvoorzieningen/Openbaar groen/Afstand tot bos (km);Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat. terrein totaal (km);Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open droog nat. terrein (km);Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat natuurlijk terrein (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot semi-openbaar groen totaal (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot sportterrein (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot volkstuin (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot verblijfsrecreatief terrein (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot begraafplaats (km);Groenvoorzieningen/Afstand tot recreatief binnenwater (km);Vrije tijd en cultuur/Afstand tot bibliotheek (km);Vrije tijd en cultuur/Sport/Afstand tot zwembad (km);Vrije tijd en cultuur/Sport/Afstand tot kunstijsbaan (km);Vrije tijd en cultuur/Museum/Afstand tot museum (km);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Afstand tot podiumkunsten totaal (km);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 5 km (aantal);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 10 km (aantal);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 20 km (aantal);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Afstand tot poppodium (km);Vrije tijd en cultuur/Bioscoop/Afstand tot bioscoop (km);Vrije tijd en cultuur/Recreatie/Afstand tot sauna (km);Vrije tijd en cultuur/Recreatie/Afstand tot zonnebank (km);Vrije tijd en cultuur/Recreatie/Afstand tot attractie (km)
2018;Rijssen-Holten;     1.4;     1.2;     3.8;     4.8;    13.3;     1.5;     3.3;    13.3;       .;       .;     1.0;     0.8;     1.6;     1.1;     1.1;     0.9;     1.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;     3.7;    20.9;     2.5;     3.7;     0.8;     2.1;     7.8;    21.9;     9.2;    10.7;     3.4;     8.5
2019;Rijssen-Holten;     1.3;     1.2;     3.8;     4.8;    13.3;     1.5;     3.3;    13.3;       .;       .;     0.9;     0.9;     1.6;     1.0;     1.0;     0.8;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.5;     3.6;    20.7;     2.5;     3.7;     0.8;     2.1;     7.9;    21.6;    14.9;    10.7;     3.4;     8.5
2020;Rijssen-Holten;     1.3;     1.0;     3.1;     4.0;    13.3;     1.5;     3.3;    13.3;       .;       .;     0.9;     0.9;     1.5;     1.0;     1.0;     0.8;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.5;     3.6;    20.7;     2.5;     3.7;     0.8;     2.1;     7.9;    21.6;    14.9;    21.6;     3.4;     8.5
2021;Rijssen-Holten;     1.3;     1.0;     3.1;     4.0;    13.5;     1.4;     3.3;    13.3;       .;       .;     0.9;     1.0;     1.5;     1.4;     1.1;     0.7;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.5;     3.6;    20.7;     2.5;     3.7;     0.8;     2.1;     7.9;    21.6;    14.9;    21.6;     3.4;     8.6
2016;Roerdalen;     0.9;     0.7;     1.3;     4.1;     8.2;     1.8;     7.5;     7.9;       .;       .;     0.8;     0.6;     7.5;     0.6;     0.6;     1.1;     2.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     4.3;     4.5;    28.6;     4.4;     7.9;     0.3;     3.1;     4.3;     7.9;     7.9;     6.2;     7.0;     5.4
2017;Roerdalen;     0.9;     0.7;     1.3;     4.2;       .;     1.8;     7.5;     7.9;       .;       .;     0.8;     0.6;     7.5;     0.6;     0.6;     1.1;     2.7;     0.6;     3.2;     2.9;     0.6;     2.4;     2.6;     3.2;     0.8;     1.0;     4.5;     2.0;     2.5;     5.3;     4.3;     4.5;    28.5;     4.3;     7.8;     0.3;     2.5;     3.3;     7.8;     7.8;     6.2;     7.3;     5.7
2018;Roerdalen;     0.9;     0.7;     1.3;     4.2;     7.8;     1.8;     7.5;     7.9;       .;       .;     0.8;     0.6;     7.5;     0.6;     0.6;     1.1;     2.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     6.9;     4.5;    28.5;     4.3;     7.8;     0.3;     2.4;     3.3;     7.8;     7.8;     6.0;     7.3;     5.5
2019;Roerdalen;     0.9;     0.7;     1.4;     4.3;     7.8;     1.8;     7.5;     8.0;       .;       .;     0.8;     0.6;     7.5;     0.6;     0.6;     1.0;     2.9;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     6.9;     4.5;    28.8;     4.3;     7.8;     0.3;     2.5;     3.3;     7.8;     7.8;     6.0;     7.3;     5.4
2020;Roerdalen;     0.9;     0.7;     1.4;     3.9;     7.9;     1.8;     7.5;     8.0;       .;       .;     0.8;     0.6;     7.5;     0.6;     0.6;     1.0;     2.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     6.9;     4.5;    29.0;     4.3;     7.8;     0.3;     2.5;     3.3;     7.8;     7.9;     5.9;     7.3;     5.1
2021;Roerdalen;     0.9;     0.7;     1.4;     3.9;     7.9;     1.8;     7.5;     8.0;       .;       .;     0.8;     0.7;     7.6;     0.6;     0.6;     1.0;     2.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     6.9;     4.5;    29.0;     4.3;     7.9;     0.3;     2.5;     3.3;     7.9;     7.9;     5.9;     7.3;     5.0
2016;Roermond;     1.0;     1.0;     5.0;     8.2;     2.7;     1.5;     2.6;     2.6;       .;       .;     0.8;     0.6;     2.8;     0.7;     0.5;     0.7;     1.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.8;     2.9;    31.6;     2.7;     2.2;     3.3;     4.0;     4.3;     2.9;     2.7;     7.5;     2.2;     3.6
2017;Roermond;     0.9;     1.2;     5.7;     9.0;       .;     1.0;     2.6;     2.7;       .;       .;     0.8;     0.6;     2.8;     0.7;     0.5;     0.7;     1.7;     0.4;     0.5;     1.7;     1.5;     3.6;     3.9;     4.2;     0.8;     1.0;     2.8;     2.8;     2.1;     1.6;     2.8;     2.9;    31.6;     2.7;     2.7;     2.5;     3.0;     3.8;     2.8;     2.7;     7.5;     2.5;    11.7
2018;Roermond;     0.9;     1.2;     5.8;     9.1;     2.7;     1.0;     2.6;     2.7;       .;       .;     0.8;     0.6;     2.7;     0.7;     0.5;     0.8;     1.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.8;     2.9;    31.6;     2.7;     2.7;     2.5;     3.0;     3.8;     2.8;     2.7;     7.5;     2.5;    11.7
2019;Roermond;     0.9;     1.2;     5.8;     9.2;     2.7;     1.0;     2.7;     2.7;       .;       .;     0.8;     0.6;     2.7;     0.6;     0.5;     0.8;     1.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.8;     2.9;    31.8;     2.7;     2.6;     2.5;     3.0;     3.8;     2.8;     2.7;     7.4;     2.5;    11.7
2020;Roermond;     0.9;     0.9;     4.5;     7.5;     2.7;     1.0;     2.7;     2.7;       .;       .;     0.8;     0.6;     2.7;     0.6;     0.5;     0.8;     1.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.8;     2.9;    32.0;     2.7;     2.6;     2.5;     3.0;     3.8;     2.8;     2.7;     7.5;     2.5;     3.4
2021;Roermond;     0.9;     0.9;     4.4;     7.4;     2.7;     1.1;     2.7;     2.7;       .;       .;     0.8;     0.6;     2.8;     0.6;     0.5;     0.8;     1.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.9;     2.9;    32.1;     2.7;     2.7;     2.5;     3.0;     3.7;     2.9;     2.8;     7.7;     2.5;     2.3
2016;Roggel en Neer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Roggel en Neer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Roggel en Neer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Roggel en Neer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Roggel en Neer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Roggel en Neer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Schinnen;     0.8;     0.7;     4.9;    14.7;     7.0;     1.8;     5.7;     7.0;       .;       .;     1.0;     0.5;     3.7;     0.5;     0.7;     0.8;     2.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.4;     3.7;     6.8;     4.6;     7.3;     0.0;     2.9;     7.7;     7.4;     7.0;     4.6;     2.5;     7.4
2017;Schinnen;     0.8;     0.7;     4.9;    14.8;       .;     1.8;     5.7;     7.0;       .;       .;     1.0;     0.5;     3.7;     0.5;     0.7;     0.8;     2.6;     0.5;     0.9;     3.3;     0.9;     2.1;     2.1;     6.5;     0.8;     0.8;     3.3;     1.7;     2.6;     3.5;     2.4;     3.7;     6.8;     4.7;     7.3;     0.0;     2.9;     6.8;     7.4;     7.0;     2.0;     2.5;     7.4
2018;Schinnen;     0.8;     0.7;     4.9;    13.9;     7.4;     1.8;     5.7;     7.0;       .;       .;     1.0;     0.5;     3.8;     0.5;     0.7;     0.8;     2.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.4;     3.8;     6.8;     4.9;     7.3;     0.0;     2.9;     6.8;     7.4;     7.0;     2.0;     2.5;     7.4
2019;Schinnen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Schinnen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Schinnen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Sevenum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Sevenum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Sevenum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Sevenum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Sevenum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Sevenum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Simpelveld;     0.9;     0.6;     1.7;     3.1;     7.0;     0.9;     7.0;     7.0;       .;       .;     0.8;     0.6;     8.2;     0.6;     0.6;     0.5;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     0.7;     8.1;    22.8;     7.1;     8.8;     0.0;     2.3;     5.0;     9.0;     5.4;     5.8;     4.8;     5.4
2017;Simpelveld;     0.9;     0.6;     1.7;     3.1;       .;     0.9;     7.0;     7.0;       .;       .;     0.8;     0.6;     8.2;     0.6;     0.6;     0.5;     1.9;     0.6;     0.9;     7.5;     0.7;     2.6;     2.6;     8.7;     0.7;     1.0;     6.4;     1.7;     1.7;     7.4;     0.9;     8.1;    22.8;     7.1;     8.8;     0.0;     1.8;     4.0;     8.9;     5.0;     5.8;     4.8;     5.3
2018;Simpelveld;     0.9;     0.6;     1.7;     3.1;     7.0;     0.9;     7.0;     7.0;       .;       .;     0.8;     0.6;     8.2;     0.6;     0.7;     0.5;     1.9;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     0.9;     8.2;    22.8;     8.1;     8.8;     0.0;     1.8;     4.0;     8.9;     5.0;     5.8;     4.8;     5.3
2019;Simpelveld;     0.9;     0.6;     1.7;     3.1;     6.9;     0.9;     6.9;     6.9;       .;       .;     0.8;     0.6;     8.2;     0.6;     0.7;     0.5;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     0.9;     7.8;    22.2;     7.7;     8.3;     0.0;     2.2;     4.0;     8.9;     5.2;     5.7;     4.8;     5.2
2020;Simpelveld;     0.9;     0.6;     1.7;     3.1;     6.9;     0.9;     6.9;     6.9;       .;       .;     0.8;     0.6;     8.1;     0.6;     0.7;     0.5;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     0.9;     7.8;    22.1;     7.7;     8.3;     0.0;     2.2;     4.0;     8.9;     5.2;     5.7;     4.8;     5.2
2021;Simpelveld;     0.9;     0.6;     1.7;     3.1;     6.9;     0.9;     6.9;     6.9;       .;       .;     0.8;     0.6;     8.0;     0.6;     0.7;     0.5;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     0.9;     7.8;    22.2;     7.7;     8.3;     0.0;     2.2;     4.0;     8.9;     5.2;     5.7;     4.8;     5.2
2016;Sittard-Geleen;     0.7;     1.2;     6.4;    14.4;     4.1;     0.9;     4.0;     4.1;       .;       .;     0.8;     0.6;     1.9;     0.5;     0.5;     0.9;     1.9;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.8;     2.2;     4.8;     3.9;     3.6;     1.4;     2.0;     5.5;     4.1;     3.2;     3.4;     2.3;     3.7
2017;Sittard-Geleen;     0.7;     1.2;     6.4;    14.4;       .;     0.9;     4.0;     4.0;       .;       .;     0.8;     0.6;     1.9;     0.5;     0.5;     0.9;     1.9;     0.5;     0.7;     4.1;     1.3;     7.9;     8.0;    10.4;     0.5;     0.7;     1.9;     5.4;     1.6;     2.5;     1.8;     2.1;     4.8;     3.9;     3.6;     1.4;     2.0;     5.5;     4.1;     3.2;     3.4;     2.3;     3.7
2018;Sittard-Geleen;     0.7;     1.2;     6.3;    14.3;     4.3;     0.9;     4.0;     4.1;       .;       .;     0.8;     0.6;     2.0;     0.6;     0.5;     0.9;     1.9;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.3;     2.2;     4.8;     3.9;     3.6;     1.4;     2.0;     5.5;     4.1;     3.2;     3.4;     2.6;     3.7
2019;Sittard-Geleen;     0.7;     1.2;     6.4;    14.3;     4.4;     0.9;     4.0;     4.0;       .;       .;     0.8;     0.6;     1.9;     0.6;     0.5;     0.9;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.9;     2.2;     4.9;     3.7;     3.6;     1.4;     2.0;     5.5;     4.0;     3.2;     5.3;     2.6;     3.7
2020;Sittard-Geleen;     0.8;     1.2;     6.1;    13.5;     4.4;     1.0;     4.0;     4.0;       .;       .;     0.8;     0.6;     1.9;     0.6;     0.5;     0.9;     2.1;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.9;     2.2;     4.9;     3.7;     3.6;     1.4;     2.0;     5.5;     4.0;     3.2;     5.7;     2.6;     3.7
2021;Sittard-Geleen;     0.8;     1.2;     6.4;    14.0;     4.4;     1.0;     4.0;     4.0;       .;       .;     0.9;     0.6;     1.9;     0.6;     0.6;     0.8;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.9;     2.2;     4.9;     3.7;     3.6;     1.4;     2.0;     5.5;     4.0;     3.2;     3.5;     2.5;     3.1
2016;Staphorst;     1.9;     0.3;     0.9;     1.8;     8.9;     2.6;     8.9;     8.9;       .;       .;     2.2;     1.3;     2.8;     2.1;     1.4;     1.7;     3.0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.7;     3.7;    40.6;     2.9;     7.8;     0.0;     0.8;     4.2;    18.2;    18.2;     7.0;     7.0;     8.4
2017;Staphorst;     1.9;     0.3;     0.9;     1.8;       .;     2.6;     8.9;     8.9;       .;       .;     2.2;     1.3;     2.8;     2.1;     1.4;     1.7;     3.0;     0.8;     1.7;     6.4;     1.6;     2.8;     4.4;     3.1;     1.1;     1.7;     3.4;     4.2;     1.7;     6.9;     1.7;     3.7;    40.6;     2.9;     7.8;     0.0;     0.8;     5.1;    18.2;    18.2;     7.0;     7.1;     8.4
2018;Staphorst;     1.9;     0.3;     0.9;     1.8;     8.2;     2.6;     8.2;     8.2;       .;       .;     2.2;     1.3;     2.8;     2.1;     1.4;     1.7;     2.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.7;     3.7;    40.6;     2.9;     7.8;     0.0;     0.8;     5.1;    18.1;    18.2;     7.0;     7.1;     8.4
2019;Staphorst;     1.9;     0.3;     0.9;     1.8;     8.2;     2.6;     8.2;     8.2;       .;       .;     2.2;     1.3;     2.8;     2.0;     1.4;     1.5;     2.4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.8;     3.7;    41.0;     2.8;     7.8;     0.0;     0.8;     5.0;    18.0;    18.3;    18.1;     7.1;     8.2
2020;Staphorst;     1.9;     0.3;     0.9;     1.7;     8.2;     2.7;     8.2;     8.2;       .;       .;     2.2;     1.3;     2.8;     2.0;     1.4;     1.5;     2.4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.8;     3.7;    40.7;     2.9;     7.8;     0.0;     0.8;     5.0;    18.0;     8.5;    18.0;     9.8;     8.2
2021;Staphorst;     1.9;     0.3;     0.9;     1.7;     8.2;     1.9;     8.2;     8.2;       .;       .;     2.2;     1.2;     2.8;     1.9;     1.4;     1.5;     2.4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.9;     3.7;    40.7;     2.9;     7.8;     0.0;     0.8;     5.0;    18.0;     8.5;    18.1;     9.8;     8.2
2016;Steenwijkerland;     1.8;     0.4;     1.5;     2.2;     9.3;     2.1;     7.0;    16.8;       .;       .;     1.5;     1.3;     5.4;     1.9;     1.6;     1.1;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.0;     4.5;    25.8;     3.3;     6.9;     0.5;     0.7;     1.9;    31.3;     7.7;    20.6;    16.2;    14.4
2017;Steenwijkerland;     1.8;     0.5;     1.6;     2.3;       .;     2.0;     7.0;    16.8;       .;       .;     1.5;     1.4;     5.4;     2.2;     1.6;     1.1;     2.2;     0.5;     1.9;     4.1;     1.2;     2.1;     4.2;     2.3;     0.8;     1.2;     3.2;     2.1;     2.8;     2.8;     1.9;     4.5;    25.8;     3.3;     6.9;     0.5;     0.7;     1.9;    31.3;     7.7;    20.5;    16.2;    14.4
2018;Steenwijkerland;     1.8;     0.5;     1.6;     2.3;     9.6;     2.0;     7.0;    16.3;       .;       .;     1.5;     1.4;     5.4;     2.2;     1.6;     1.1;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     4.5;    25.7;     3.3;     6.9;     0.5;     0.7;     1.9;    31.3;     7.7;    20.5;    16.2;    12.9
2019;Steenwijkerland;     1.8;     0.5;     1.6;     2.3;     9.6;     2.0;     7.0;    17.9;       .;       .;     1.5;     1.4;     5.4;     2.2;     1.6;     1.1;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     4.4;    25.6;     3.3;     6.9;     0.5;     0.7;     1.9;    31.2;     7.7;    21.9;    17.1;    13.0
2020;Steenwijkerland;     1.9;     0.4;     1.5;     2.1;     9.6;     2.1;     7.0;    18.0;       .;       .;     1.5;     1.4;     5.5;     2.5;     1.5;     1.1;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     4.4;    25.7;     3.3;     6.9;     0.5;     0.7;     1.9;    31.2;     7.3;    22.1;     8.2;     7.7
2021;Steenwijkerland;     1.9;     0.4;     1.5;     2.1;     9.7;     2.2;     7.0;    18.0;       .;       .;     1.6;     1.4;     5.6;     2.5;     1.3;     1.1;     2.3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     4.5;    25.8;     3.4;     6.9;     0.5;     0.7;     1.9;    31.2;    16.2;    22.1;     8.2;     5.9
2016;Stein (L.);     0.8;     1.5;     5.1;     9.8;     7.3;     1.5;     7.3;     7.3;       .;       .;     0.9;     0.5;     1.9;     0.5;     0.4;     1.2;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.0;     2.5;     6.2;     1.9;     8.9;     0.0;     1.2;     7.6;    10.0;     7.9;     5.8;     2.2;     7.8
2017;Stein (L.);     0.8;     1.5;     5.1;     9.8;       .;     1.5;     7.3;     7.3;       .;       .;     0.9;     0.5;     1.9;     0.4;     0.4;     1.2;     1.8;     0.6;     0.7;     6.8;     1.0;     4.4;    12.0;     4.4;     0.7;     0.8;     3.7;     3.4;     2.1;     2.5;     1.0;     2.5;     6.2;     1.9;     8.9;     0.0;     1.2;     7.7;    10.0;     7.9;     5.8;     2.2;     7.8
2018;Stein (L.);     0.8;     1.5;     5.1;     9.2;     7.7;     1.5;     7.5;     7.5;       .;       .;     0.9;     0.5;     2.0;     0.4;     0.4;     1.2;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.0;     2.5;     6.4;     1.9;     9.0;     0.0;     1.1;     7.6;    10.1;     8.0;     5.8;     2.2;     7.9
2019;Stein (L.);     0.8;     1.5;     5.0;     9.4;     7.7;     1.5;     7.6;     7.6;       .;       .;     0.9;     0.5;     2.0;     0.5;     0.5;     1.2;     1.4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.9;     2.6;     6.4;     1.9;     9.0;     0.0;     1.1;     7.8;    10.1;     7.8;     6.3;     2.2;     7.9
2020;Stein (L.);     0.8;     1.5;     4.8;     8.8;     7.7;     1.5;     7.5;     7.5;       .;       .;     0.9;     0.5;     2.0;     0.5;     0.5;     1.2;     1.4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.0;     2.6;     6.3;     1.9;     9.0;     0.0;     1.1;     7.8;    10.1;     7.8;     6.3;     2.3;     7.9
2021;Stein (L.);     0.8;     1.5;     4.8;     8.8;     7.7;     1.5;     7.6;     7.6;       .;       .;     0.9;     0.5;     2.0;     0.5;     0.5;     1.2;     1.4;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.0;     2.6;     6.3;     1.9;     9.0;     0.0;     1.1;     7.8;    10.1;     7.8;     5.9;     2.2;     7.8
2016;Swalmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Swalmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Swalmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Swalmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Swalmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Swalmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Thorn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Thorn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Thorn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Thorn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Thorn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Thorn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Tubbergen;     1.8;     0.8;     1.3;     3.2;    13.5;     2.3;    12.3;    13.9;       .;       .;     1.7;     1.4;     3.9;     2.9;     2.5;     1.0;     3.0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.3;     3.9;    24.9;     7.5;    10.3;     0.0;     0.9;     5.2;    19.7;    10.8;    17.1;     4.3;     6.7
2017;Tubbergen;     1.8;     0.8;     1.3;     3.1;       .;     1.8;     4.9;    13.9;       .;       .;     1.7;     1.4;     3.9;     3.2;     2.5;     1.0;     3.0;     0.7;     2.8;     4.9;     0.8;     3.2;     3.3;     5.5;     0.9;     1.1;     8.7;     2.0;     6.9;     7.6;     2.3;     3.9;    25.0;     7.5;    10.3;     0.0;     0.9;     5.2;    19.7;    10.8;    10.4;     4.3;     4.5
2018;Tubbergen;     1.8;     0.8;     1.3;     3.1;    13.4;     1.8;     4.9;    13.9;       .;       .;     1.7;     1.4;     3.9;     2.1;     2.5;     1.0;     3.1;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.9;     4.0;    25.0;     7.7;    10.3;     0.0;     0.9;     5.2;    19.7;    10.8;    10.4;     4.3;     4.5
2019;Tubbergen;     1.8;     0.7;     1.1;     2.8;    13.4;     1.8;     4.9;    13.8;       .;       .;     1.7;     1.4;     3.9;     2.1;     2.4;     1.0;     3.1;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.9;     3.9;    24.7;     7.7;    10.3;     0.0;     1.0;     5.2;    19.6;    10.8;    10.4;     4.3;     4.5
2020;Tubbergen;     2.0;     0.6;     1.0;     2.6;    13.8;     2.1;     4.9;    13.8;       .;       .;     1.7;     1.4;     3.9;     1.6;     2.4;     1.0;     3.1;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.9;     3.9;    24.7;     7.7;    10.3;     0.0;     1.0;     5.2;    19.6;    10.9;    10.4;     4.3;     4.5
